id,image_id,category_id,iscrowd,area,bbox0,bbox1,bbox2,bbox3,seg0,seg1,seg2,seg3,seg4,seg5,seg6,seg7
7730,3716,1,0,1845,595,323,45,41,595,323,595,364,640,364,640,323
7731,3717,1,0,95677,862,303,397,241,862,303,862,544,1259,544,1259,303
7732,3717,4,0,6545,510,305,55,119,510,305,510,424,565,424,565,305
7733,3717,2,0,8432,504,342,68,124,504,342,504,466,572,466,572,342
7734,3717,2,0,3905,784,342,55,71,784,342,784,413,839,413,839,342
7735,3717,2,0,1400,710,342,28,50,710,342,710,392,738,392,738,342
7736,3717,1,0,1804,606,326,44,41,606,326,606,367,650,367,650,326
7737,3717,2,0,1508,582,329,26,58,582,329,582,387,608,387,608,329
7738,3718,2,0,5124,848,351,61,84,848,351,848,435,909,435,909,351
7739,3718,4,0,4320,854,318,48,90,854,318,854,408,902,408,902,318
7740,3718,4,0,1683,734,318,33,51,734,318,734,369,767,369,767,318
7741,3718,2,0,2400,733,339,40,60,733,339,733,399,773,399,773,339
7742,3718,1,0,1672,617,329,44,38,617,329,617,367,661,367,661,329
7743,3718,2,0,1260,588,343,28,45,588,343,588,388,616,388,616,343
7744,3718,2,0,7040,512,354,64,110,512,354,512,464,576,464,576,354
7745,3718,4,0,6612,516,304,57,116,516,304,516,420,573,420,573,304
7746,3719,1,0,1480,674,340,37,40,674,340,674,380,711,380,711,340
7747,3719,2,0,2666,987,375,43,62,987,375,987,437,1030,437,1030,375
7748,3719,4,0,4324,981,331,46,94,981,331,981,425,1027,425,1027,331
7749,3719,1,0,812,629,341,29,28,629,341,629,369,658,369,658,341
7750,3719,2,0,748,612,364,22,34,612,364,612,398,634,398,634,364
7751,3719,2,0,3528,554,373,49,72,554,373,554,445,603,445,603,373
7752,3719,4,0,4277,560,317,47,91,560,317,560,408,607,408,607,317
7753,3719,4,0,820,612,341,20,41,612,341,612,382,632,382,632,341
7754,3720,1,0,40290,777,308,237,170,777,308,777,478,1014,478,1014,308
7755,3720,1,0,1056,602,334,32,33,602,334,602,367,634,367,634,334
7756,3720,2,0,4895,509,361,55,89,509,361,509,450,564,450,564,361
7757,3720,4,0,4704,513,329,48,98,513,329,513,427,561,427,561,329
7758,3721,1,0,132112,912,274,368,359,912,274,912,633,1280,633,1280,274
7759,3721,2,0,4450,516,361,50,89,516,361,516,450,566,450,566,361
7760,3721,4,0,3520,522,332,44,80,522,332,522,412,566,412,566,332
7761,3721,1,0,990,600,337,33,30,600,337,600,367,633,367,633,337
7762,3722,1,0,330,620,343,22,15,620,343,620,358,642,358,642,343
7763,3722,1,0,1015,589,344,35,29,589,344,589,373,624,373,624,344
7764,3722,2,0,7749,531,355,63,123,531,355,531,478,594,478,594,355
7765,3722,4,0,5355,538,329,51,105,538,329,538,434,589,434,589,329
7766,3723,1,0,3136,530,328,56,56,530,328,530,384,586,384,586,328
7767,3723,1,0,3519,431,333,69,51,431,333,431,384,500,384,500,333
7768,3723,2,0,2166,668,342,38,57,668,342,668,399,706,399,706,342
7769,3723,1,0,2856,679,327,56,51,679,327,679,378,735,378,735,327
7770,3724,1,0,16512,525,308,128,129,525,308,525,437,653,437,653,308
7771,3724,1,0,11554,711,305,109,106,711,305,711,411,820,411,820,305
7772,3724,1,0,29988,1004,332,238,126,1004,332,1004,458,1242,458,1242,332
7773,3725,1,0,20808,744,292,153,136,744,292,744,428,897,428,897,292
7774,3725,1,0,31758,1079,324,201,158,1079,324,1079,482,1280,482,1280,324
7775,3725,1,0,17290,524,308,130,133,524,308,524,441,654,441,654,308
7776,3726,1,0,48636,795,278,252,193,795,278,795,471,1047,471,1047,278
7777,3726,1,0,17952,524,306,132,136,524,306,524,442,656,442,656,306
7778,3727,1,0,121095,935,227,345,351,935,227,935,578,1280,578,1280,227
7779,3727,1,0,20868,517,301,141,148,517,301,517,449,658,449,658,301
7780,3727,1,0,1292,641,320,38,34,641,320,641,354,679,354,679,320
7781,3728,1,0,20868,518,303,141,148,518,303,518,451,659,451,659,303
7782,3728,3,0,7008,829,332,96,73,829,332,829,405,925,405,925,332
7783,3728,1,0,2058,644,314,42,49,644,314,644,363,686,363,686,314
7784,3729,4,0,3276,922,344,39,84,922,344,922,428,961,428,961,344
7785,3730,4,0,8142,993,345,69,118,993,345,993,463,1062,463,1062,345
7786,3731,4,0,8844,1048,350,66,134,1048,350,1048,484,1114,484,1114,350
7787,3731,4,0,5762,1007,364,43,134,1007,364,1007,498,1050,498,1050,364
7788,3732,4,0,13528,1108,340,76,178,1108,340,1108,518,1184,518,1184,340
7789,3732,4,0,8208,1059,369,57,144,1059,369,1059,513,1116,513,1116,369
7790,3733,4,0,11210,1159,366,59,190,1159,366,1159,556,1218,556,1218,366
7791,3733,4,0,11685,1223,342,57,205,1223,342,1223,547,1280,547,1280,342
7792,3734,4,0,5612,809,368,61,92,809,368,809,460,870,460,870,368
7793,3735,4,0,33028,802,214,92,359,802,214,802,573,894,573,894,214
7794,3736,4,0,5856,858,360,48,122,858,360,858,482,906,482,906,360
7795,3737,4,0,15960,931,365,95,168,931,365,931,533,1026,533,1026,365
7796,3738,4,0,31270,1128,362,118,265,1128,362,1128,627,1246,627,1246,362
7797,3739,2,0,1352,593,345,26,52,593,345,593,397,619,397,619,345
7798,3740,2,0,1404,586,344,27,52,586,344,586,396,613,396,613,344
7799,3741,2,0,2052,570,350,36,57,570,350,570,407,606,407,606,350
7800,3742,2,0,1952,555,350,32,61,555,350,555,411,587,411,587,350
7801,3743,2,0,2800,523,342,35,80,523,342,523,422,558,422,558,342
7802,3744,2,0,4277,469,353,47,91,469,353,469,444,516,444,516,353
7803,3745,2,0,9040,388,361,80,113,388,361,388,474,468,474,468,361
7804,3745,4,0,7874,399,331,62,127,399,331,399,458,461,458,461,331
7805,3746,4,0,13725,289,328,75,183,289,328,289,511,364,511,364,328
7806,3746,2,0,18602,252,373,131,142,252,373,252,515,383,515,383,373
7807,3747,4,0,46084,22,321,164,281,22,321,22,602,186,602,186,321
7808,3747,2,0,49504,0,411,221,224,0,411,0,635,221,635,221,411
7809,3748,2,0,1240,599,363,31,40,599,363,599,403,630,403,630,363
7810,3749,2,0,1558,617,363,38,41,617,363,617,404,655,404,655,363
7811,3750,2,0,2106,644,361,39,54,644,361,644,415,683,415,683,361
7812,3751,2,0,2640,684,360,40,66,684,360,684,426,724,426,724,360
7813,3752,2,0,2788,722,354,34,82,722,354,722,436,756,436,756,354
7814,3753,2,0,7070,765,372,70,101,765,372,765,473,835,473,835,372
7815,3753,4,0,6120,763,332,51,120,763,332,763,452,814,452,814,332
7816,3754,2,0,14592,865,380,96,152,865,380,865,532,961,532,961,380
7817,3754,4,0,10064,865,332,68,148,865,332,865,480,933,480,933,332
7818,3755,4,0,45758,1143,309,137,334,1143,309,1143,643,1280,643,1280,309
7819,3756,4,0,4290,20,295,39,110,20,295,20,405,59,405,59,295
7820,3756,1,0,14352,145,292,156,92,145,292,145,384,301,384,301,292
7821,3756,4,0,3492,321,292,36,97,321,292,321,389,357,389,357,292
7822,3756,2,0,7452,432,342,69,108,432,342,432,450,501,450,501,342
7823,3756,1,0,3445,405,296,53,65,405,296,405,361,458,361,458,296
7824,3756,1,0,2352,362,301,49,48,362,301,362,349,411,349,411,301
7825,3756,1,0,21600,897,270,160,135,897,270,897,405,1057,405,1057,270
7826,3756,1,0,9676,752,289,118,82,752,289,752,371,870,371,870,289
7827,3756,2,0,7917,1131,317,91,87,1131,317,1131,404,1222,404,1222,317
7828,3756,4,0,6344,441,292,52,122,441,292,441,414,493,414,493,292
7829,3757,1,0,4130,590,291,70,59,590,291,590,350,660,350,660,291
7830,3757,4,0,4050,322,310,45,90,322,310,322,400,367,400,367,310
7831,3758,1,0,6045,557,289,93,65,557,289,557,354,650,354,650,289
7832,3758,4,0,4356,297,306,44,99,297,306,297,405,341,405,341,306
7833,3759,3,0,5040,331,316,84,60,331,316,331,376,415,376,415,316
7834,3759,2,0,6622,165,325,77,86,165,325,165,411,242,411,242,325
7835,3760,1,0,25536,816,280,192,133,816,280,816,413,1008,413,1008,280
7836,3760,2,0,12875,72,348,103,125,72,348,72,473,175,473,175,348
7837,3760,4,0,8896,106,287,64,139,106,287,106,426,170,426,170,287
7838,3761,1,0,34692,863,275,236,147,863,275,863,422,1099,422,1099,275
7839,3762,1,0,57246,905,271,329,174,905,271,905,445,1234,445,1234,271
7840,3763,1,0,67280,996,252,290,232,996,252,996,484,1286,484,1286,252
7841,3764,1,0,4899,435,280,69,71,435,280,435,351,504,351,504,280
7842,3765,1,0,5760,422,280,80,72,422,280,422,352,502,352,502,280
7843,3765,1,0,1800,484,295,40,45,484,295,484,340,524,340,524,295
7844,3766,1,0,142333,963,119,317,449,963,119,963,568,1280,568,1280,119
7845,3766,1,0,6478,416,278,82,79,416,278,416,357,498,357,498,278
7846,3766,1,0,2021,482,294,43,47,482,294,482,341,525,341,525,294
7847,3767,1,0,3072,422,330,64,48,422,330,422,378,486,378,486,330
7848,3768,1,0,183820,825,146,455,404,825,146,825,550,1280,550,1280,146
7849,3768,1,0,6723,403,278,81,83,403,278,403,361,484,361,484,278
7850,3768,1,0,2064,474,294,48,43,474,294,474,337,522,337,522,294
7851,3769,1,0,108672,746,195,384,283,746,195,746,478,1130,478,1130,195
7852,3769,1,0,8245,387,281,97,85,387,281,387,366,484,366,484,281
7853,3769,1,0,1978,469,298,46,43,469,298,469,341,515,341,515,298
7854,3770,1,0,58608,700,217,264,222,700,217,700,439,964,439,964,217
7855,3770,1,0,11556,370,269,107,108,370,269,370,377,477,377,477,269
7856,3770,1,0,2350,463,296,50,47,463,296,463,343,513,343,513,296
7857,3771,1,0,37128,659,235,204,182,659,235,659,417,863,417,863,235
7858,3771,1,0,11752,351,274,113,104,351,274,351,378,464,378,464,274
7859,3771,1,0,2750,455,295,55,50,455,295,455,345,510,345,510,295
7860,3772,1,0,22880,638,254,160,143,638,254,638,397,798,397,798,254
7861,3772,2,0,5580,853,298,60,93,853,298,853,391,913,391,913,298
7862,3772,1,0,3300,448,293,60,55,448,293,448,348,508,348,508,293
7863,3772,1,0,14632,329,272,124,118,329,272,329,390,453,390,453,272
7864,3773,1,0,18460,298,267,142,130,298,267,298,397,440,397,440,267
7865,3773,1,0,4087,436,289,67,61,436,289,436,350,503,350,503,289
7866,3773,1,0,17875,615,259,143,125,615,259,615,384,758,384,758,259
7867,3773,2,0,12090,958,297,93,130,958,297,958,427,1051,427,1051,297
7868,3774,1,0,13090,590,273,119,110,590,273,590,383,709,383,709,273
7869,3774,1,0,4278,421,289,69,62,421,289,421,351,490,351,490,289
7870,3774,1,0,23309,255,267,163,143,255,267,255,410,418,410,418,267
7871,3775,1,0,4745,404,291,73,65,404,291,404,356,477,356,477,291
7872,3775,1,0,34371,179,258,201,171,179,258,179,429,380,429,380,258
7873,3775,1,0,10176,580,270,96,106,580,270,580,376,676,376,676,270
7874,3776,1,0,4526,385,294,73,62,385,294,385,356,458,356,458,294
7875,3776,1,0,52685,98,246,257,205,98,246,98,451,355,451,355,246
7876,3776,1,0,9024,558,272,96,94,558,272,558,366,654,366,654,272
7877,3777,1,0,5644,370,296,83,68,370,296,370,364,453,364,453,296
7878,3777,1,0,79380,0,244,315,252,0,244,0,496,315,496,315,244
7879,3777,1,0,8360,547,275,88,95,547,275,547,370,635,370,635,275
7880,3778,1,0,3120,414,330,65,48,414,330,414,378,479,378,479,330
7881,3779,1,0,7708,354,287,94,82,354,287,354,369,448,369,448,287
7882,3779,1,0,6873,539,282,87,79,539,282,539,361,626,361,626,282
7883,3779,1,0,81693,0,216,261,313,0,216,0,529,261,529,261,216
7884,3780,1,0,8670,336,289,102,85,336,289,336,374,438,374,438,289
7885,3780,1,0,4968,535,287,72,69,535,287,535,356,607,356,607,287
7886,3780,1,0,69540,0,209,183,380,0,209,0,589,183,589,183,209
7887,3781,1,0,5175,524,283,75,69,524,283,524,352,599,352,599,283
7888,3781,1,0,11484,307,290,116,99,307,290,307,389,423,389,423,290
7889,3782,1,0,3720,520,284,62,60,520,284,520,344,582,344,582,284
7890,3782,1,0,13125,289,285,125,105,289,285,289,390,414,390,414,285
7891,3783,1,0,3717,519,282,59,63,519,282,519,345,578,345,578,282
7892,3783,1,0,14933,261,286,137,109,261,286,261,395,398,395,398,286
7893,3784,2,0,3844,516,282,62,62,516,282,516,344,578,344,578,282
7894,3784,2,0,2952,723,311,41,72,723,311,723,383,764,383,764,311
7895,3784,1,0,19539,221,282,167,117,221,282,221,399,388,399,388,282
7896,3785,1,0,3480,514,284,60,58,514,284,514,342,574,342,574,284
7897,3785,1,0,24480,191,282,180,136,191,282,191,418,371,418,371,282
7898,3785,2,0,5916,787,310,58,102,787,310,787,412,845,412,845,310
7899,3786,1,0,30368,151,280,208,146,151,280,151,426,359,426,359,280
7900,3786,2,0,17856,927,272,93,192,927,272,927,464,1020,464,1020,272
7901,3787,1,0,39324,112,275,226,174,112,275,112,449,338,449,338,275
7902,3788,1,0,49329,61,273,261,189,61,273,61,462,322,462,322,273
7903,3789,1,0,3190,415,328,58,55,415,328,415,383,473,383,473,328
7904,3789,4,0,1340,443,321,20,67,443,321,443,388,463,388,463,321
7905,3790,1,0,65417,2,269,313,209,2,269,2,478,315,478,315,269
7906,3790,1,0,2021,526,285,43,47,526,285,526,332,569,332,569,285
7907,3791,1,0,1936,530,289,44,44,530,289,530,333,574,333,574,289
7908,3791,1,0,66788,2,264,283,236,2,264,2,500,285,500,285,264
7909,3792,1,0,1716,528,290,44,39,528,290,528,329,572,329,572,290
7910,3792,1,0,69120,2,262,270,256,2,262,2,518,272,518,272,262
7911,3793,2,0,2960,714,308,40,74,714,308,714,382,754,382,754,308
7912,3793,1,0,2132,525,291,52,41,525,291,525,332,577,332,577,291
7913,3793,1,0,68944,0,261,248,278,0,261,0,539,248,539,248,261
7914,3794,1,0,62913,0,240,201,313,0,240,0,553,201,553,201,240
7915,3794,2,0,2911,742,317,41,71,742,317,742,388,783,388,783,317
7916,3795,2,0,5487,766,308,59,93,766,308,766,401,825,401,825,308
7917,3795,1,0,52850,0,263,175,302,0,263,0,565,175,565,175,263
7918,3796,2,0,7458,817,317,66,113,817,317,817,430,883,430,883,317
7919,3797,2,0,15300,851,319,100,153,851,319,851,472,951,472,951,319
7920,3797,4,0,9625,862,262,55,175,862,262,862,437,917,437,917,262
7921,3798,2,0,33210,913,323,162,205,913,323,913,528,1075,528,1075,323
7922,3798,4,0,15000,952,234,60,250,952,234,952,484,1012,484,1012,234
7923,3799,4,0,48980,1120,214,155,316,1120,214,1120,530,1275,530,1275,214
7924,3799,2,0,51816,1076,351,204,254,1076,351,1076,605,1280,605,1280,351
7925,3800,1,0,3248,416,328,58,56,416,328,416,384,474,384,474,328
7926,3801,1,0,4030,412,323,65,62,412,323,412,385,477,385,477,323
7927,3802,2,0,4662,411,321,63,74,411,321,411,395,474,395,474,321
7928,3802,4,0,2759,448,316,31,89,448,316,448,405,479,405,479,316
7929,3803,1,0,5256,405,321,73,72,405,321,405,393,478,393,478,321
7930,3803,4,0,3060,446,317,34,90,446,317,446,407,480,407,480,317
7931,3804,1,0,6075,397,318,81,75,397,318,397,393,478,393,478,318
7932,3804,4,0,3168,441,318,36,88,441,318,441,406,477,406,477,318
7933,3805,1,0,7308,389,317,84,87,389,317,389,404,473,404,473,317
7934,3805,4,0,3626,442,318,37,98,442,318,442,416,479,416,479,318
7935,3806,1,0,7644,387,319,84,91,387,319,387,410,471,410,471,319
7936,3806,4,0,3531,440,314,33,107,440,314,440,421,473,421,473,314
7937,3807,1,0,7917,382,316,87,91,382,316,382,407,469,407,469,316
7938,3807,4,0,3600,435,316,36,100,435,316,435,416,471,416,471,316
7939,3808,1,0,10400,365,314,104,100,365,314,365,414,469,414,469,314
7940,3808,4,0,4366,430,311,37,118,430,311,430,429,467,429,467,311
7941,3809,1,0,11730,356,314,115,102,356,314,356,416,471,416,471,314
7942,3809,4,0,5382,424,313,46,117,424,313,424,430,470,430,470,313
7943,3810,4,0,6678,415,313,53,126,415,313,415,439,468,439,468,313
7944,3810,1,0,12600,342,317,120,105,342,317,342,422,462,422,462,317
7945,3811,1,0,12771,326,324,129,99,326,324,326,423,455,423,455,324
7946,3811,4,0,6783,402,311,57,119,402,311,402,430,459,430,459,311
7947,3812,4,0,6576,397,314,48,137,397,314,397,451,445,451,445,314
7948,3812,1,0,16380,299,324,140,117,299,324,299,441,439,441,439,324
7949,3813,1,0,28880,232,320,190,152,232,320,232,472,422,472,422,320
7950,3813,4,0,8476,368,304,52,163,368,304,368,467,420,467,420,304
7951,3814,1,0,38106,181,317,219,174,181,317,181,491,400,491,400,317
7952,3814,4,0,12090,346,304,65,186,346,304,346,490,411,490,411,304
7953,3815,1,0,44352,104,321,231,192,104,321,104,513,335,513,335,321
7954,3815,4,0,16560,318,302,80,207,318,302,318,509,398,509,398,302
7955,3816,4,0,22050,274,304,90,245,274,304,274,549,364,549,364,304
7956,3816,1,0,69540,0,316,285,244,0,316,0,560,285,560,285,316
7957,3817,4,0,38499,182,287,123,313,182,287,182,600,305,600,305,287
7958,3817,1,0,64960,0,308,232,280,0,308,0,588,232,588,232,308
7959,3818,4,0,71910,33,278,170,423,33,278,33,701,203,701,203,278
7960,3819,1,0,1890,544,327,45,42,544,327,544,369,589,369,589,327
7961,3820,2,0,4482,654,335,54,83,654,335,654,418,708,418,708,335
7962,3821,2,0,10948,688,337,92,119,688,337,688,456,780,456,780,337
7963,3822,2,0,3871,627,333,49,79,627,333,627,412,676,412,676,333
7964,3822,2,0,18128,783,338,103,176,783,338,783,514,886,514,886,338
7965,3823,1,0,2451,633,329,57,43,633,329,633,372,690,372,690,329
7966,3823,2,0,87680,1006,349,274,320,1006,349,1006,669,1280,669,1280,349
7967,3823,2,0,6767,687,337,67,101,687,337,687,438,754,438,754,337
7968,3824,1,0,3224,653,326,62,52,653,326,653,378,715,378,715,326
7969,3824,2,0,21054,790,330,121,174,790,330,790,504,911,504,911,330
7970,3825,1,0,3127,672,328,59,53,672,328,672,381,731,381,731,328
7971,3826,1,0,4884,681,321,74,66,681,321,681,387,755,387,755,321
7972,3827,1,0,3213,698,328,63,51,698,328,698,379,761,379,761,328
7973,3828,1,0,5904,708,321,82,72,708,321,708,393,790,393,790,321
7974,3829,1,0,6264,724,321,87,72,724,321,724,393,811,393,811,321
7975,3829,2,0,8288,878,340,112,74,878,340,878,414,990,414,990,340
7976,3830,4,0,54040,1011,286,193,280,1011,286,1011,566,1204,566,1204,286
7977,3830,2,0,49447,1009,407,197,251,1009,407,1009,658,1206,658,1206,407
7978,3830,1,0,16120,714,349,130,124,714,349,714,473,844,473,844,349
7979,3830,1,0,92989,969,245,311,299,969,245,969,544,1280,544,1280,245
7980,3830,2,0,3520,903,390,44,80,903,390,903,470,947,470,947,390
7981,3831,2,0,30756,892,359,132,233,892,359,892,592,1024,592,1024,359
7982,3831,1,0,11872,701,362,112,106,701,362,701,468,813,468,813,362
7983,3831,1,0,88795,1065,170,215,413,1065,170,1065,583,1280,583,1280,170
7984,3832,2,0,10449,1061,401,81,129,1061,401,1061,530,1142,530,1142,401
7985,3832,2,0,19470,824,362,110,177,824,362,824,539,934,539,934,362
7986,3832,1,0,11155,696,361,115,97,696,361,696,458,811,458,811,361
7987,3833,2,0,13289,784,377,97,137,784,377,784,514,881,514,881,377
7988,3833,1,0,9200,694,361,92,100,694,361,694,461,786,461,786,361
7989,3834,2,0,11970,1019,405,90,133,1019,405,1019,538,1109,538,1109,405
7990,3834,1,0,2666,858,387,62,43,858,387,858,430,920,430,920,387
7991,3834,1,0,2600,692,370,50,52,692,370,692,422,742,422,742,370
7992,3834,1,0,33143,0,323,253,131,0,323,0,454,253,454,253,323
7993,3834,1,0,44992,22,301,304,148,22,301,22,449,326,449,326,301
7994,3835,2,0,1404,860,395,26,54,860,395,860,449,886,449,886,395
7995,3835,1,0,2592,878,385,54,48,878,385,878,433,932,433,932,385
7996,3835,1,0,1760,706,374,40,44,706,374,706,418,746,418,746,374
7997,3835,1,0,31808,0,318,224,142,0,318,0,460,224,460,224,318
7998,3835,1,0,42350,24,297,275,154,24,297,24,451,299,451,299,297
7999,3836,2,0,817,771,381,19,43,771,381,771,424,790,424,790,381
8000,3836,2,0,1800,909,398,30,60,909,398,909,458,939,458,939,398
8001,3836,1,0,46299,0,294,253,183,0,294,0,477,253,477,253,294
8002,3836,1,0,2068,718,372,44,47,718,372,718,419,762,419,762,372
8003,3837,1,0,3286,900,383,62,53,900,383,900,436,962,436,962,383
8004,3837,2,0,2482,968,406,34,73,968,406,968,479,1002,479,1002,406
8005,3837,1,0,23707,0,313,151,157,0,313,0,470,151,470,151,313
8006,3837,1,0,41082,12,283,246,167,12,283,12,450,258,450,258,283
8007,3837,1,0,1936,725,372,44,44,725,372,725,416,769,416,769,372
8008,3838,2,0,10988,1046,394,82,134,1046,394,1046,528,1128,528,1128,394
8009,3838,1,0,4380,904,383,73,60,904,383,904,443,977,443,977,383
8010,3838,1,0,37714,0,295,218,173,0,295,0,468,218,468,218,295
8011,3838,1,0,2652,719,368,52,51,719,368,719,419,771,419,771,368
8012,3839,1,0,34776,0,270,161,216,0,270,0,486,161,486,161,270
8013,3839,1,0,4819,907,384,79,61,907,384,907,445,986,445,986,384
8014,3839,1,0,2193,729,368,43,51,729,368,729,419,772,419,772,368
8015,3840,1,0,4503,919,388,79,57,919,388,919,445,998,445,998,388
8016,3840,1,0,14833,0,320,91,163,0,320,0,483,91,483,91,320
8017,3840,1,0,1848,729,373,42,44,729,373,729,417,771,417,771,373
8018,3841,4,0,29181,819,358,137,213,819,358,819,571,956,571,956,358
8019,3841,2,0,69130,241,429,310,223,241,429,241,652,551,652,551,429
8020,3841,4,0,39215,288,354,155,253,288,354,288,607,443,607,443,354
8021,3841,2,0,64170,749,455,345,186,749,455,749,641,1094,641,1094,455
8022,3841,1,0,7476,1165,379,89,84,1165,379,1165,463,1254,463,1254,379
8023,3841,2,0,8740,582,377,76,115,582,377,582,492,658,492,658,377
8024,3841,2,0,9504,626,383,99,96,626,383,626,479,725,479,725,383
8025,3841,2,0,8239,738,382,77,107,738,382,738,489,815,489,815,382
8026,3842,2,0,101920,459,447,392,260,459,447,459,707,851,707,851,447
8027,3842,4,0,47084,564,340,158,298,564,340,564,638,722,638,722,340
8028,3842,2,0,42594,1035,485,229,186,1035,485,1035,671,1264,671,1264,485
8029,3842,4,0,36850,1127,349,134,275,1127,349,1127,624,1261,624,1261,349
8030,3842,2,0,8928,957,375,62,144,957,375,957,519,1019,519,1019,375
8031,3842,2,0,6350,908,376,50,127,908,376,908,503,958,503,958,376
8032,3842,2,0,8778,842,367,66,133,842,367,842,500,908,500,908,367
8033,3843,4,0,80256,954,203,228,352,954,203,954,555,1182,555,1182,203
8034,3843,2,0,69740,977,288,220,317,977,288,977,605,1197,605,1197,288
8035,3843,1,0,2805,774,269,55,51,774,269,774,320,829,320,829,269
8036,3843,2,0,3388,423,308,44,77,423,308,423,385,467,385,467,308
8037,3843,1,0,17822,610,254,133,134,610,254,610,388,743,388,743,254
8038,3844,2,0,37352,880,320,161,232,880,320,880,552,1041,552,1041,320
8039,3844,1,0,3933,778,266,69,57,778,266,778,323,847,323,847,266
8040,3844,4,0,44240,866,213,158,280,866,213,866,493,1024,493,1024,213
8041,3844,1,0,17424,603,254,132,132,603,254,603,386,735,386,735,254
8042,3844,2,0,4576,371,311,52,88,371,311,371,399,423,399,423,311
8043,3845,2,0,35624,795,274,146,244,795,274,795,518,941,518,941,274
8044,3845,1,0,17685,594,252,135,131,594,252,594,383,729,383,729,252
8045,3845,1,0,8325,286,319,75,111,286,319,286,430,361,430,361,319
8046,3845,4,0,27328,806,224,122,224,806,224,806,448,928,448,928,224
8047,3846,4,0,2652,559,285,34,78,559,285,559,363,593,363,593,285
8048,3846,4,0,646,652,303,17,38,652,303,652,341,669,341,669,303
8049,3847,4,0,3813,546,279,41,93,546,279,546,372,587,372,587,279
8050,3847,4,0,760,649,300,19,40,649,300,649,340,668,340,668,300
8051,3848,4,0,945,651,301,21,45,651,301,651,346,672,346,672,301
8052,3848,4,0,4998,529,279,49,102,529,279,529,381,578,381,578,279
8053,3849,4,0,5358,508,276,47,114,508,276,508,390,555,390,555,276
8054,3849,4,0,855,644,298,19,45,644,298,644,343,663,343,663,298
8055,3850,4,0,1012,642,302,22,46,642,302,642,348,664,348,664,302
8056,3850,4,0,5280,489,280,44,120,489,280,489,400,533,400,533,280
8057,3851,4,0,1296,641,300,24,54,641,300,641,354,665,354,665,300
8058,3851,4,0,7668,468,276,54,142,468,276,468,418,522,418,522,276
8059,3852,4,0,936,564,267,24,39,564,267,564,306,588,306,588,267
8060,3853,4,0,882,560,266,21,42,560,266,560,308,581,308,581,266
8061,3854,4,0,1035,552,266,23,45,552,266,552,311,575,311,575,266
8062,3855,4,0,1275,547,271,25,51,547,271,547,322,572,322,572,271
8063,3856,4,0,1311,546,274,23,57,546,274,546,331,569,331,569,274
8064,3857,4,0,1770,547,282,30,59,547,282,547,341,577,341,577,282
8065,3858,4,0,1904,554,322,28,68,554,322,554,390,582,390,582,322
8066,3859,4,0,1809,562,357,27,67,562,357,562,424,589,424,589,357
8067,3860,2,0,1680,756,312,30,56,756,312,756,368,786,368,786,312
8068,3861,4,0,2144,566,408,32,67,566,408,566,475,598,475,598,408
8069,3862,4,0,1653,569,420,29,57,569,420,569,477,598,477,598,420
8070,3862,3,0,1620,570,448,30,54,570,448,570,502,600,502,600,448
8071,3863,3,0,989,575,455,23,43,575,455,575,498,598,498,598,455
8072,3863,4,0,2485,566,417,35,71,566,417,566,488,601,488,601,417
8073,3864,3,0,2184,565,385,28,78,565,385,565,463,593,463,593,385
8074,3864,4,0,2160,562,374,30,72,562,374,562,446,592,446,592,374
8075,3865,3,0,1802,554,357,34,53,554,357,554,410,588,410,588,357
8076,3865,4,0,2640,553,319,33,80,553,319,553,399,586,399,586,319
8077,3866,4,0,5687,783,271,47,121,783,271,783,392,830,392,830,271
8078,3867,4,0,8512,824,259,56,152,824,259,824,411,880,411,880,259
8079,3868,4,0,12285,889,248,63,195,889,248,889,443,952,443,952,248
8080,3868,4,0,2573,190,317,31,83,190,317,190,400,221,400,221,317
8081,3868,2,0,2401,186,356,49,49,186,356,186,405,235,405,235,356
8082,3869,4,0,41044,1058,225,124,331,1058,225,1058,556,1182,556,1182,225
8083,3870,4,0,4183,868,289,47,89,868,289,868,378,915,378,915,289
8084,3870,4,0,1352,823,300,26,52,823,300,823,352,849,352,849,300
8085,3870,3,0,6150,485,319,75,82,485,319,485,401,560,401,560,319
8086,3871,4,0,1512,847,302,27,56,847,302,847,358,874,358,874,302
8087,3871,4,0,6318,920,289,54,117,920,289,920,406,974,406,974,289
8088,3871,3,0,8832,444,331,96,92,444,331,444,423,540,423,540,331
8089,3872,4,0,58905,61,268,165,357,61,268,61,625,226,625,226,268
8090,3872,4,0,3792,562,276,48,79,562,276,562,355,610,355,610,276
8091,3872,1,0,74140,943,235,337,220,943,235,943,455,1280,455,1280,235
8092,3872,2,0,2376,623,318,44,54,623,318,623,372,667,372,667,318
8093,3872,2,0,6230,550,328,70,89,550,328,550,417,620,417,620,328
8094,3872,4,0,3053,894,268,43,71,894,268,894,339,937,339,937,268
8095,3872,4,0,5831,760,279,49,119,760,279,760,398,809,398,809,279
8096,3872,4,0,5075,724,286,35,145,724,286,724,431,759,431,759,286
8097,3872,2,0,12804,684,327,132,97,684,327,684,424,816,424,816,327
8098,3872,2,0,5568,281,301,58,96,281,301,281,397,339,397,339,301
8099,3872,2,0,3116,412,327,38,82,412,327,412,409,450,409,450,327
8100,3872,1,0,5293,463,300,79,67,463,300,463,367,542,367,542,300
